word,pos,level,url,uk_audio,us_audio,definition,origin
rise in sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/rise_2#rise_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/ris/rise_/rise__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/ris/rise_/rise__us_1.mp3,"an increase in an amount, a number or a level","Old Englishrīsan‘make an attack’, ‘wake, get out of bed’, of Germanic origin; related to Dutchrijzenand Germanreisen."
related to sth/sb,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/related#related_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rel/relat/related__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rel/relat/related__us_1.mp3,connected with something/somebody in some way,N/A
report on sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/report_2#report_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rep/repor/report__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rep/repor/report__us_1.mp3,"to give people information about something that you have heard, seen, done, etc.","late Middle English: from Old Frenchreporter(verb),report(noun), from Latinreportare‘bring back’, fromre-‘back’ +portare‘carry’. The sense ‘give an account’ gave rise to ‘submit a formal report’, which led to ‘inform an authority of one's presence’ (sense (5), mid 19th cent.) and ‘be accountable to a superior’ (late 19th cent.)."
regarded as sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/regard_1#regard_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/reg/regar/regard__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/reg/regar/regard__us_1.mp3,to think about somebody/something in a particular way,"Middle English: from Old Frenchregarder‘to watch’, fromre-‘back’ (also expressing intensive force) +garder‘to guard’."
save money,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/save_1#save_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sav/save_/save__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sav/save_/save__us_1.mp3,"to keep somebody/something safe from death, harm, loss, etc.","verbMiddle English: from Old Frenchsauver, from late Latinsalvare, from Latinsalvus‘safe’. The noun dates from the late 19th cent."
set out,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/set-out#setout2_e,N/A,N/A,to leave a place and begin a journey,N/A
science fiction,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/science-fiction#sciencefiction_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sci/scien/science_fiction_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sci/scien/science_fiction_1_us_1.mp3,"a type of book, film, etc. that is based on imagined scientific discoveries of the future, and often deals with space travel and life on other planets",N/A
respond to sth/sb,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/respond#respond_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/respo/respond__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/res/respo/respond__us_1.mp3,to give a spoken or written answer to somebody/something,"late Middle English (as a noun): from Old French, fromrespondre‘to answer’, from Latinrespondere, fromre-‘again’ +spondere‘to pledge’. The verb dates from the mid 16th cent."
really good,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/really#really_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rea/reall/really__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rea/reall/really__us_3_rr.mp3,used to emphasize an adjective or adverb,N/A
run out of sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/run-out_1#run_sng_167,N/A,N/A,"if a supply of somethingruns out, it is used up or finished",N/A
someone else,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/someone#someone_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/som/someo/someone__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/som/someo/someone__us_2.mp3,a person who is not known or mentioned by name,N/A
result in sth,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/result_2#result_sng_11,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/res/resul/result__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/res/resul/result__us_1.mp3,to make something happen,"late Middle English (as a verb): from medieval Latinresultare‘to result’, earlier in the sense ‘spring back’, fromre-(expressing intensive force) +saltare(frequentative ofsalire‘to jump’). The noun dates from the early 17th cent."
right now,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/right_2#right_sng_26,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/r/rig/right/right__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/r/rig/right/right__us_1.mp3,on or to the right side,"Old Englishriht(adjective and noun),rihtan(verb),rihte(adverb), of Germanic origin; related to Latinrectus‘ruled’, from an Indo-European root denoting movement in a straight line."
sit down,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/sit-down_1#sitdown4_e,N/A,N/A,to move from a standing position to a sitting position,N/A
run out,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/run-out_1#runout3_e,N/A,N/A,"if a supply of somethingruns out, it is used up or finished",N/A
slow down,phrase,B1,https://www.oxfordlearnersdictionaries.com/definition/english/slow_2#slow_sng_12,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/slo/slow_/slow__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/slo/slow_/slow__us_1.mp3,to go or to make something/somebody go at a slower speed or be less active,"Old Englishslāw‘slow-witted, sluggish’, of Germanic origin."
so that…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/so_3#so_sng_22,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/so_/so__g/so__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/so_/so__u/so__us_1.mp3,used to show the reason for something,"conjugationOld Englishswā, of Germanic origin; related to Dutchzoand Germanso."
solution to sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/solution#solution_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sol/solut/solution__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sol/solut/solution__us_2.mp3,a way of solving a problem or dealing with a difficult situation,"late Middle English: from Old French, from Latinsolutio(n-), fromsolvere‘loosen’."
set to do sth,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/set_3#set_sng_79,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/set/set__/set__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/set/set__/set__us_1.mp3,in a particular position,"adjectivelate Old English, past participle of the verbset."
set sth up,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/set-up_1#set_sng_121,N/A,N/A,to provide somebody with the money that they need in order to do something,N/A
secondary school,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/secondary-school#secondaryschool_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sec/secon/secondary_school_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sec/secon/secondary_school_1_us_1.mp3,a school for young people between the ages of 11 and 16 or 18,N/A
short of sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/short_1#short_sng_5,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sho/short/short__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sho/short/short__us_1.mp3,"measuring or covering a small length or distance, or a smaller length or distance than usual","Old Englishsceort, of Germanic origin; related toshirtandskirt."
search for sth/sb,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/search_2#search_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sea/searc/search__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sea/searc/search__us_1.mp3,to look carefully for something/somebody; to examine a particular place when looking for something/somebody,"Middle English: from Old Frenchcerchier(verb), from late Latincircare‘go round’, from Latincircus‘circle’."
sort of sth,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/sort_1#sort_sng_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sou/sough/sought__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sor/sort_/sort__us_1.mp3,a group or type of people or things that are similar in a particular way,"late Middle English: from Old Frenchsorte, from an alteration of Latinsors,sort-‘lot, condition’."
spend time,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/spend_1#spend_sng_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/spe/spend/spend__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/spe/spend/spend__us_1.mp3,"to give money to pay for goods, services, etc.","Old Englishspendan, from Latinexpendere‘pay out’; partly also a shortening of obsoletedispend, from Latindispendere‘pay out’."
stick to sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/stick-to#stick_sng_72,N/A,N/A,to continue doing something despite difficulties,N/A
seek to do sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/seek#seek_sng_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/see/seek_/seek__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/see/seek_/seek__us_1.mp3,to look for something/somebody,"Old Englishsēcan, of Germanic origin; related to Dutchziekenand Germansuchen, from an Indo-European root shared by Latinsagire‘perceive by scent’."
such a/an…,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/such#such_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/suc/such_/such__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/suc/such_/such__us_1.mp3,used to emphasize the great degree of something,"Old Englishswilc,swylc; related to Dutchzulk, Germansolch, from the Germanic bases ofsoandalike."
search engine,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/search-engine#searchengine_e,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sea/searc/search_engine_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sea/searc/search_engine_1_us_2.mp3,"a computer program that searches the internet for information, especially by looking for documents containing a particular word or group of words",N/A
so far,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/far_1#far_sng_27,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/far/far__/far__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/far/far__/far__us_1.mp3,a long distance away,"Old Englishfeorr, of Germanic origin; related to Dutchver, from an Indo-European root shared by Sanskritparaand Greekpera‘further’."
sort sb/sth/yourself out,phrase,N/A,https://www.oxfordlearnersdictionaries.com/definition/english/sort-out_1#sort_sng_26,N/A,N/A,to organize the contents of something; to tidy something,N/A
so as to do sth,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/so_1#so_sng_13,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/so_/so__g/so__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/so_/so__u/so__us_1.mp3,to such a great degree,"adverbOld Englishswā, of Germanic origin; related to Dutchzoand Germanso."
subject to sth,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/subject_2#subject_sng_7,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/sub/subje/subject__gb_7.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/sub/subje/subject__us_4_rr.mp3,"likely to be affected by something, especially something bad","Middle English (in the sense ‘(person) owing obedience’): from Old Frenchsuget, from Latinsubjectus‘brought under’, past participle ofsubicere, fromsub-‘under’ +jacere‘throw’. Senses relating to philosophy, logic, and grammar are derived ultimately from Aristotle's use ofto hupokeimenonmeaning ‘material from which things are made’ and ‘subject of attributes and predicates’."
such as,phrase,A2,https://www.oxfordlearnersdictionaries.com/definition/english/such#such_sng_6,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/suc/such_/such__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/suc/such_/such__us_1.mp3,used to emphasize the great degree of something,"Old Englishswilc,swylc; related to Dutchzulk, Germansolch, from the Germanic bases ofsoandalike."
something like…,phrase,A1,https://www.oxfordlearnersdictionaries.com/definition/english/something_1#something_sng_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/s/som/somet/something__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/s/som/somet/something__us_2.mp3,a thing that is not known or mentioned by name,"Old Englishsum thing(seesome,thing)."
sum up,phrase,B2,https://www.oxfordlearnersdictionaries.com/definition/english/sum-up#sumup2_e,N/A,N/A,to state the main points of something in a short and clear form,N/A
